Number,A,B',B'',X,r_A,r_B',r_B'',r_X,χ_A,χ_B',χ_B'',χ_X,Formula,Formation energy per atom,Bandgap
1363,K,Ni,Ti,F,1.64,0.690,0.86,1.33,0.82,1.91,1.54,3.98,K2NiTiF6,-2.494503534,0.387
1426,K,Ni,Ti,I,1.64,0.690,0.86,2.20,0.82,1.91,1.54,2.66,K2NiTiI6,-0.673319558,0.129
1437,K,Ni,Ti,Br,1.64,0.690,0.86,1.96,0.82,1.91,1.54,2.96,K2NiTiBr6,-1.044100323,0.067
1462,K,Ni,Pb,I,1.64,0.690,1.19,2.20,0.82,1.91,2.33,2.66,K2NiPbI6,-0.657641137,0.01
1475,K,Ni,Np,I,1.64,0.690,1.10,2.20,0.82,1.91,1.36,2.66,K2NiNpI6,-0.735251124,0.002
1476,K,Ni,Sr,F,1.64,0.690,1.18,1.33,0.82,1.91,0.95,3.98,K2NiSrF6,-2.618145192,0.002
1559,Na,Ni,Pb,F,1.39,0.690,1.19,1.33,0.93,1.91,2.33,3.98,Na2NiPbF6,-2.332230051,3.586
1606,Na,Ni,Sr,Cl,1.39,0.690,1.18,1.81,0.93,1.91,0.95,3.16,Na2NiSrCl6,-1.409798854,3.111
1627,Na,Ni,Sn,F,1.39,0.690,1.0,1.33,0.93,1.91,1.96,3.98,Na2NiSnF6,-2.321115008,2.919
1664,Na,Ni,Sr,Br,1.39,0.690,1.18,1.96,0.93,1.91,0.95,2.96,Na2NiSrBr6,-1.13920317,2.744
1743,Na,Ni,Pb,Cl,1.39,0.690,1.19,1.81,0.93,1.91,2.33,3.16,Na2NiPbCl6,-1.020789524,2.339
1814,Na,Ni,Pb,Br,1.39,0.690,1.19,1.96,0.93,1.91,2.33,2.96,Na2NiPbBr6,-0.78672134,1.926
1844,Na,Ni,Zn,Cl,1.39,0.690,0.740,1.81,0.93,1.91,1.65,3.16,Na2NiZnCl6,-1.020611169,1.714
1897,Na,Ni,V,F,1.39,0.690,0.79,1.33,0.93,1.91,1.63,3.98,Na2NiVF6,-2.540944139,1.462
2066,Na,Ni,Sr,I,1.39,0.690,1.18,2.20,0.93,1.91,0.95,2.66,Na2NiSrI6,-0.779470905,0.465
2154,Na,Ni,Ti,Br,1.39,0.690,0.86,1.96,0.93,1.91,1.54,2.96,Na2NiTiBr6,-0.838224511,0.067
2166,Na,Ni,Ti,I,1.39,0.690,0.86,2.20,0.93,1.91,1.54,2.66,Na2NiTiI6,-0.504777496,0.032
2295,Rb,Ni,Pb,F,1.72,0.690,1.19,1.33,0.82,1.91,2.33,3.98,Rb2NiPbF6,-2.502041087,4.438
2297,Rb,Ni,Zn,F,1.72,0.690,0.740,1.33,0.82,1.91,1.65,3.98,Rb2NiZnF6,-2.508256732,4.412
2312,Rb,Ni,Sr,Cl,1.72,0.690,1.18,1.81,0.82,1.91,0.95,3.16,Rb2NiSrCl6,-1.62165489,4.226
2391,Rb,Ni,Sr,Br,1.72,0.690,1.18,1.96,0.82,1.91,0.95,2.96,Rb2NiSrBr6,-1.359801456,3.596
2513,Rb,Ni,Sr,I,1.72,0.690,1.18,2.20,0.82,1.91,0.95,2.66,Rb2NiSrI6,-1.009417691,2.726
2523,Rb,Ni,Pb,Cl,1.72,0.690,1.19,1.81,0.82,1.91,2.33,3.16,Rb2NiPbCl6,-1.234878061,2.669
2610,Rb,Ni,Pb,Br,1.72,0.690,1.19,1.96,0.82,1.91,2.33,2.96,Rb2NiPbBr6,-1.007460876,2.063
2673,Rb,Ni,Zn,Cl,1.72,0.690,0.740,1.81,0.82,1.91,1.65,3.16,Rb2NiZnCl6,-1.183559955,1.561
2699,Rb,Ni,Pb,I,1.72,0.690,1.19,2.20,0.82,1.91,2.33,2.66,Rb2NiPbI6,-0.701150861,1.453
2988,Rb,Ni,Ti,F,1.72,0.690,0.86,1.33,0.82,1.91,1.54,3.98,Rb2NiTiF6,-2.219611508,0.14
2994,Rb,Ni,Ti,Br,1.72,0.690,0.86,1.96,0.82,1.91,1.54,2.96,Rb2NiTiBr6,-1.026519297,0.105
3005,Rb,Ni,Ti,I,1.72,0.690,0.86,2.20,0.82,1.91,1.54,2.66,Rb2NiTiI6,-0.704211032,0.056
3006,Rb,Ni,Ti,Cl,1.72,0.690,0.86,1.81,0.82,1.91,1.54,3.16,Rb2NiTiCl6,-1.325916232,0.055
3042,Rb,Ni,Np,Br,1.72,0.690,1.10,1.96,0.82,1.91,1.36,2.96,Rb2NiNpBr6,-1.130756113,0
3043,Rb,Ni,Np,Cl,1.72,0.690,1.10,1.81,0.82,1.91,1.36,3.16,Rb2NiNpCl6,-1.398832548,0
3166,Tl,Ni,Sr,Cl,1.70,0.690,1.18,1.81,1.62,1.91,0.95,3.16,Tl2NiSrCl6,-1.196233871,3.297
3174,Tl,Ni,Pb,F,1.70,0.690,1.19,1.33,1.62,1.91,2.33,3.98,Tl2NiPbF6,-2.063137568,3.265
3198,Tl,Ni,Zn,F,1.70,0.690,0.740,1.33,1.62,1.91,1.65,3.98,Tl2NiZnF6,-2.064502463,3.126
3220,Tl,Ni,Sr,Br,1.70,0.690,1.18,1.96,1.62,1.91,0.95,2.96,Tl2NiSrBr6,-0.941659937,2.977
3263,Tl,Ni,Sn,F,1.70,0.690,1.0,1.33,1.62,1.91,1.96,3.98,Tl2NiSnF6,-2.035261775,2.657
3304,Tl,Ni,Pb,Cl,1.70,0.690,1.19,1.81,1.62,1.91,2.33,3.16,Tl2NiPbCl6,-0.807474791,2.499
3385,Tl,Ni,Pb,Br,1.70,0.690,1.19,1.96,1.62,1.91,2.33,2.96,Tl2NiPbBr6,-0.589428357,2.045
3448,Tl,Ni,Zn,Cl,1.70,0.690,0.740,1.81,1.62,1.91,1.65,3.16,Tl2NiZnCl6,-0.769522186,1.618
3629,Tl,Ni,Sr,I,1.70,0.690,1.18,2.20,1.62,1.91,0.95,2.66,Tl2NiSrI6,-0.597509422,0.461
3717,Tl,Ni,Ti,Br,1.70,0.690,0.86,1.96,1.62,1.91,1.54,2.96,Tl2NiTiBr6,-0.645672028,0.042
3733,Tl,Ni,Ti,I,1.70,0.690,0.86,2.20,1.62,1.91,1.54,2.66,Tl2NiTiI6,-0.329686263,0.008
2175,Na,Ta,Tl,F,1.39,0.72,1.50,1.33,0.93,1.5,1.62,3.98,Na2TaTlF6,-2.394596166,0.011
17,Cs,Mg,Sr,F,1.88,0.720,1.18,1.33,0.79,1.31,0.95,3.98,Cs2MgSrF6,-3.430944096,6.765
32,Cs,Mg,Pb,F,1.88,0.720,1.19,1.33,0.79,1.31,2.33,3.98,Cs2MgPbF6,-2.971140266,5.32
51,Cs,Mg,Zn,F,1.88,0.720,0.740,1.33,0.79,1.31,1.65,3.98,Cs2MgZnF6,-2.91264316,5.084
52,Cs,Mg,Sr,Cl,1.88,0.720,1.18,1.81,0.79,1.31,0.95,3.16,Cs2MgSrCl6,-2.097153319,5.075
65,Cs,Mg,Ni,F,1.88,0.720,0.690,1.33,0.79,1.31,1.91,3.98,Cs2MgNiF6,-2.799329791,4.757
124,Cs,Mg,Sr,Br,1.88,0.720,1.18,1.96,0.79,1.31,0.95,2.96,Cs2MgSrBr6,-1.808820385,3.916
126,Cs,Mg,Pb,Cl,1.88,0.720,1.19,1.81,0.79,1.31,2.33,3.16,Cs2MgPbCl6,-1.696029739,3.905
189,Cs,Mg,Ni,Cl,1.88,0.720,0.690,1.81,0.79,1.31,1.91,3.16,Cs2MgNiCl6,-1.438544514,3.197
199,Cs,Mg,Pb,Br,1.88,0.720,1.19,1.96,0.79,1.31,2.33,2.96,Cs2MgPbBr6,-1.439033305,3.125
219,Cs,Mg,Sr,I,1.88,0.720,1.18,2.20,0.79,1.31,0.95,2.66,Cs2MgSrI6,-1.41584112,2.836
224,Cs,Mg,Mn,Cl,1.88,0.720,0.67,1.81,0.79,1.31,1.55,3.16,Cs2MgMnCl6,-1.660624047,2.772
248,Cs,Mg,Sn,Br,1.88,0.720,1.0,1.96,0.79,1.31,1.96,2.96,Cs2MgSnBr6,-1.398157762,2.533
257,Cs,Mg,Zn,Cl,1.88,0.720,0.740,1.81,0.79,1.31,1.65,3.16,Cs2MgZnCl6,-1.633643134,2.467
289,Cs,Mg,Ni,Br,1.88,0.720,0.690,1.96,0.79,1.31,1.91,2.96,Cs2MgNiBr6,-1.17777258,2.17
298,Cs,Mg,Pb,I,1.88,0.720,1.19,2.20,0.79,1.31,2.33,2.66,Cs2MgPbI6,-1.08693579,2.114
318,Cs,Mg,Mn,Br,1.88,0.720,0.67,1.96,0.79,1.31,1.55,2.96,Cs2MgMnBr6,-1.381153113,1.894
329,Cs,Mg,Sn,I,1.88,0.720,1.0,2.20,0.79,1.31,1.96,2.66,Cs2MgSnI6,-1.050381747,1.824
419,Cs,Mg,Zn,Br,1.88,0.720,0.740,1.96,0.79,1.31,1.65,2.96,Cs2MgZnBr6,-1.363580949,1.172
468,Cs,Mg,Mn,I,1.88,0.720,0.67,2.20,0.79,1.31,1.55,2.66,Cs2MgMnI6,-1.004167098,0.914
470,Cs,Mg,Ni,I,1.88,0.720,0.690,2.20,0.79,1.31,1.91,2.66,Cs2MgNiI6,-0.832181565,0.91
506,Cs,Mg,V,Cl,1.88,0.720,0.79,1.81,0.79,1.31,1.63,3.16,Cs2MgVCl6,-1.657150077,0.704
554,Cs,Mg,V,Br,1.88,0.720,0.79,1.96,0.79,1.31,1.63,2.96,Cs2MgVBr6,-1.365671893,0.451
593,Cs,Mg,V,I,1.88,0.720,0.79,2.20,0.79,1.31,1.63,2.66,Cs2MgVI6,-0.983763628,0.228
634,Cs,Mg,Zn,I,1.88,0.720,0.740,2.20,0.79,1.31,1.65,2.66,Cs2MgZnI6,-0.998592659,0.015
673,K,Mg,Sr,F,1.64,0.720,1.18,1.33,0.82,1.31,0.95,3.98,K2MgSrF6,-3.420170781,6.096
680,K,Mg,Zn,F,1.64,0.720,0.740,1.33,0.82,1.31,1.65,3.98,K2MgZnF6,-3.010214345,5.482
692,K,Mg,Pb,F,1.64,0.720,1.19,1.33,0.82,1.31,2.33,3.98,K2MgPbF6,-2.954776951,5.053
722,K,Mg,Sr,Cl,1.64,0.720,1.18,1.81,0.82,1.31,0.95,3.16,K2MgSrCl6,-2.017010004,4.632
752,K,Mg,Sn,F,1.64,0.720,1.0,1.33,0.82,1.31,1.96,3.98,K2MgSnF6,-2.930381908,4.143
782,K,Mg,Pb,Cl,1.64,0.720,1.19,1.81,0.82,1.31,2.33,3.16,K2MgPbCl6,-1.612992674,3.945
805,K,Mg,Sr,Br,1.64,0.720,1.18,1.96,0.82,1.31,0.95,2.96,K2MgSrBr6,-1.71586707,3.713
839,K,Mg,Ni,Cl,1.64,0.720,0.690,1.81,0.82,1.31,1.91,3.16,K2MgNiCl6,-1.417163449,3.474
874,K,Mg,Sn,Cl,1.64,0.720,1.0,1.81,0.82,1.31,1.96,3.16,K2MgSnCl6,-1.573948131,3.202
886,K,Mg,Pb,Br,1.64,0.720,1.19,1.96,0.82,1.31,2.33,2.96,K2MgPbBr6,-1.34495049,3.159
919,K,Mg,V,F,1.64,0.720,0.79,1.33,0.82,1.31,1.63,3.98,K2MgVF6,-3.123574789,2.978
929,K,Mg,Mn,Cl,1.64,0.720,0.67,1.81,0.82,1.31,1.55,3.16,K2MgMnCl6,-1.620051232,2.922
935,K,Mg,Sr,I,1.64,0.720,1.18,2.20,0.82,1.31,0.95,2.66,K2MgSrI6,-1.310439805,2.869
954,K,Mg,Zn,Cl,1.64,0.720,0.740,1.81,0.82,1.31,1.65,3.16,K2MgZnCl6,-1.600990569,2.7
984,K,Mg,Sn,Br,1.64,0.720,1.0,1.96,0.82,1.31,1.96,2.96,K2MgSnBr6,-1.307488947,2.528
1009,K,Mg,Ni,Br,1.64,0.720,0.690,1.96,0.82,1.31,1.91,2.96,K2MgNiBr6,-1.127439015,2.327
1033,K,Mg,Pb,I,1.64,0.720,1.19,2.20,0.82,1.31,2.33,2.66,K2MgPbI6,-0.982100225,2.145
1066,K,Mg,Mn,Br,1.64,0.720,0.67,1.96,0.82,1.31,1.55,2.96,K2MgMnBr6,-1.317381548,1.957
1094,K,Mg,Sn,I,1.64,0.720,1.0,2.20,0.82,1.31,1.96,2.66,K2MgSnI6,-0.943082682,1.738
1168,K,Mg,Zn,Br,1.64,0.720,0.740,1.96,0.82,1.31,1.65,2.96,K2MgZnBr6,-1.303825634,1.261
1228,K,Mg,Mn,I,1.64,0.720,0.67,2.20,0.82,1.31,1.55,2.66,K2MgMnI6,-0.918251283,0.965
1276,K,Mg,V,Cl,1.64,0.720,0.79,1.81,0.82,1.31,1.63,3.16,K2MgVCl6,-1.623947262,0.742
1340,K,Mg,V,Br,1.64,0.720,0.79,1.96,0.82,1.31,1.63,2.96,K2MgVBr6,-1.306555078,0.468
1401,K,Mg,V,I,1.64,0.720,0.79,2.20,0.82,1.31,1.63,2.66,K2MgVI6,-0.900032313,0.228
1448,K,Mg,Zn,I,1.64,0.720,0.740,2.20,0.82,1.31,1.65,2.66,K2MgZnI6,-0.913030519,0.026
1467,K,Mg,Ni,I,1.64,0.720,0.690,2.20,0.82,1.31,1.91,2.66,K2MgNiI6,-0.75826175,0.006
1506,Na,Mg,Sr,F,1.39,0.720,1.18,1.33,0.93,1.31,0.95,3.98,Na2MgSrF6,-3.270735969,4.938
1508,Na,Mg,Zn,F,1.39,0.720,0.740,1.33,0.93,1.31,1.65,3.98,Na2MgZnF6,-2.919818534,4.761
1517,Na,Mg,Pb,F,1.39,0.720,1.19,1.33,0.93,1.31,2.33,3.98,Na2MgPbF6,-2.801872889,4.281
1547,Na,Mg,Sr,Cl,1.39,0.720,1.18,1.81,0.93,1.31,0.95,3.16,Na2MgSrCl6,-1.833678692,3.757
1557,Na,Mg,Ni,Cl,1.39,0.720,0.690,1.81,0.93,1.31,1.91,3.16,Na2MgNiCl6,-1.266092638,3.616
1569,Na,Mg,Pb,Cl,1.39,0.720,1.19,1.81,0.93,1.31,2.33,3.16,Na2MgPbCl6,-1.427634113,3.478
1573,Na,Mg,Sn,F,1.39,0.720,1.0,1.33,0.93,1.31,1.96,3.98,Na2MgSnF6,-2.787684096,3.404
1596,Na,Mg,Mn,F,1.39,0.720,0.67,1.33,0.93,1.31,1.55,3.98,Na2MgMnF6,-3.009998962,3.174
1618,Na,Mg,Sr,Br,1.39,0.720,1.18,1.96,0.93,1.31,0.95,2.96,Na2MgSrBr6,-1.528333508,2.986
1626,Na,Mg,Pb,Br,1.39,0.720,1.19,1.96,0.93,1.31,2.33,2.96,Na2MgPbBr6,-1.156255428,2.922
1636,Na,Mg,Zn,Cl,1.39,0.720,0.740,1.81,0.93,1.31,1.65,3.16,Na2MgZnCl6,-1.442633257,2.871
1646,Na,Mg,Sn,Cl,1.39,0.720,1.0,1.81,0.93,1.31,1.96,3.16,Na2MgSnCl6,-1.39059507,2.821
1649,Na,Mg,Mn,Cl,1.39,0.720,0.67,1.81,0.93,1.31,1.55,3.16,Na2MgMnCl6,-1.458577921,2.797
1709,Na,Mg,Sn,Br,1.39,0.720,1.0,1.96,0.93,1.31,1.96,2.96,Na2MgSnBr6,-1.120978135,2.429
1736,Na,Mg,Sr,I,1.39,0.720,1.18,2.20,0.93,1.31,0.95,2.66,Na2MgSrI6,-1.117006993,2.354
1740,Na,Mg,Ni,Br,1.39,0.720,0.690,1.96,0.93,1.31,1.91,2.96,Na2MgNiBr6,-0.964304953,2.347
1774,Na,Mg,Pb,I,1.39,0.720,1.19,2.20,0.93,1.31,2.33,2.66,Na2MgPbI6,-0.790061863,2.178
1805,Na,Mg,Mn,Br,1.39,0.720,0.67,1.96,0.93,1.31,1.55,2.96,Na2MgMnBr6,-1.145978236,1.987
1831,Na,Mg,Sn,I,1.39,0.720,1.0,2.20,0.93,1.31,1.96,2.66,Na2MgSnI6,-0.75791197,1.814
1911,Na,Mg,Zn,Br,1.39,0.720,0.740,1.96,0.93,1.31,1.65,2.96,Na2MgZnBr6,-1.134648823,1.378
1914,Na,Mg,V,F,1.39,0.720,0.79,1.33,0.93,1.31,1.63,3.98,Na2MgVF6,-3.020064477,1.341
1970,Na,Mg,Mn,I,1.39,0.720,0.67,2.20,0.93,1.31,1.55,2.66,Na2MgMnI6,-0.737458221,0.948
1975,Na,Mg,Ni,I,1.39,0.720,0.690,2.20,0.93,1.31,1.91,2.66,Na2MgNiI6,-0.583719338,0.927
2003,Na,Mg,V,Cl,1.39,0.720,0.79,1.81,0.93,1.31,1.63,3.16,Na2MgVCl6,-1.465971951,0.752
2065,Na,Mg,V,Br,1.39,0.720,0.79,1.96,0.93,1.31,1.63,2.96,Na2MgVBr6,-1.138150766,0.466
2118,Na,Mg,V,I,1.39,0.720,0.79,2.20,0.93,1.31,1.63,2.66,Na2MgVI6,-0.721988501,0.223
2177,Na,Mg,Zn,I,1.39,0.720,0.740,2.20,0.93,1.31,1.65,2.66,Na2MgZnI6,-0.732871208,0.009
2211,Rb,Mg,Sr,F,1.72,0.720,1.18,1.33,0.82,1.31,0.95,3.98,Rb2MgSrF6,-3.433180505,6.38
2224,Rb,Mg,Zn,F,1.72,0.720,0.740,1.33,0.82,1.31,1.65,3.98,Rb2MgZnF6,-2.98057782,5.455
2230,Rb,Mg,Pb,F,1.72,0.720,1.19,1.33,0.82,1.31,2.33,3.98,Rb2MgPbF6,-2.970347676,5.202
2259,Rb,Mg,Sr,Cl,1.72,0.720,1.18,1.81,0.82,1.31,0.95,3.16,Rb2MgSrCl6,-2.055791729,4.866
2302,Rb,Mg,Sn,F,1.72,0.720,1.0,1.33,0.82,1.31,1.96,3.98,Rb2MgSnF6,-2.939897633,4.316
2344,Rb,Mg,Pb,Cl,1.72,0.720,1.19,1.81,0.82,1.31,2.33,3.16,Rb2MgPbCl6,-1.653540899,3.929
2374,Rb,Mg,Sr,Br,1.72,0.720,1.18,1.96,0.82,1.31,0.95,2.96,Rb2MgSrBr6,-1.759288294,3.759
2398,Rb,Mg,Mn,F,1.72,0.720,0.67,1.33,0.82,1.31,1.55,3.98,Rb2MgMnF6,-2.773976749,3.543
2410,Rb,Mg,Ni,Cl,1.72,0.720,0.690,1.81,0.82,1.31,1.91,3.16,Rb2MgNiCl6,-1.433878674,3.373
2412,Rb,Mg,V,F,1.72,0.720,0.79,1.33,0.82,1.31,1.63,3.98,Rb2MgVF6,-3.102989764,3.359
2443,Rb,Mg,Sn,Cl,1.72,0.720,1.0,1.81,0.82,1.31,1.96,3.16,Rb2MgSnCl6,-1.612588606,3.207
2451,Rb,Mg,Pb,Br,1.72,0.720,1.19,1.96,0.82,1.31,2.33,2.96,Rb2MgPbBr6,-1.389354715,3.155
2491,Rb,Mg,Sr,I,1.72,0.720,1.18,2.20,0.82,1.31,0.95,2.66,Rb2MgSrI6,-1.358218779,2.912
2496,Rb,Mg,Mn,Cl,1.72,0.720,0.67,1.81,0.82,1.31,1.55,3.16,Rb2MgMnCl6,-1.644561207,2.861
2535,Rb,Mg,Zn,Cl,1.72,0.720,0.740,1.81,0.82,1.31,1.65,3.16,Rb2MgZnCl6,-1.622172793,2.607
2542,Rb,Mg,Sn,Br,1.72,0.720,1.0,1.96,0.82,1.31,1.96,2.96,Rb2MgSnBr6,-1.350495922,2.539
2580,Rb,Mg,Ni,Br,1.72,0.720,0.690,1.96,0.82,1.31,1.91,2.96,Rb2MgNiBr6,-1.15450774,2.25
2596,Rb,Mg,Pb,I,1.72,0.720,1.19,2.20,0.82,1.31,2.33,2.66,Rb2MgPbI6,-1.0302717,2.131
2627,Rb,Mg,Mn,Br,1.72,0.720,0.67,1.96,0.82,1.31,1.55,2.96,Rb2MgMnBr6,-1.349911023,1.924
2642,Rb,Mg,Sn,I,1.72,0.720,1.0,2.20,0.82,1.31,1.96,2.66,Rb2MgSnI6,-0.994974157,1.836
2728,Rb,Mg,Zn,Br,1.72,0.720,0.740,1.96,0.82,1.31,1.65,2.96,Rb2MgZnBr6,-1.334816609,1.228
2788,Rb,Mg,Mn,I,1.72,0.720,0.67,2.20,0.82,1.31,1.55,2.66,Rb2MgMnI6,-0.959084758,0.96
2790,Rb,Mg,Ni,I,1.72,0.720,0.690,2.20,0.82,1.31,1.91,2.66,Rb2MgNiI6,-0.795192725,0.952
2846,Rb,Mg,V,Cl,1.72,0.720,0.79,1.81,0.82,1.31,1.63,3.16,Rb2MgVCl6,-1.645432237,0.728
2906,Rb,Mg,V,Br,1.72,0.720,0.79,1.96,0.82,1.31,1.63,2.96,Rb2MgVBr6,-1.337205553,0.458
2966,Rb,Mg,V,I,1.72,0.720,0.79,2.20,0.82,1.31,1.63,2.66,Rb2MgVI6,-0.939444788,0.227
2986,Rb,Mg,Np,F,1.72,0.720,1.10,1.33,0.82,1.31,1.36,3.98,Rb2MgNpF6,-2.978550413,0.159
3031,Rb,Mg,Zn,I,1.72,0.720,0.740,2.20,0.82,1.31,1.65,2.66,Rb2MgZnI6,-0.952986794,0.015
3067,Tl,Mg,Sr,F,1.70,0.720,1.18,1.33,1.62,1.31,0.95,3.98,Tl2MgSrF6,-3.001222736,4.353
3094,Tl,Mg,Zn,F,1.70,0.720,0.740,1.33,1.62,1.31,1.65,3.98,Tl2MgZnF6,-2.538982051,4.042
3111,Tl,Mg,Mn,F,1.70,0.720,0.67,1.33,1.62,1.31,1.55,3.98,Tl2MgMnF6,-2.661631729,3.956
3114,Tl,Mg,Pb,F,1.70,0.720,1.19,1.33,1.62,1.31,2.33,3.98,Tl2MgPbF6,-2.532748156,3.947
3116,Tl,Mg,Sr,Cl,1.70,0.720,1.18,1.81,1.62,1.31,0.95,3.16,Tl2MgSrCl6,-1.624627959,3.928
3141,Tl,Mg,Pb,Cl,1.70,0.720,1.19,1.81,1.62,1.31,2.33,3.16,Tl2MgPbCl6,-1.21927963,3.562
3148,Tl,Mg,Ni,Cl,1.70,0.720,0.690,1.81,1.62,1.31,1.91,3.16,Tl2MgNiCl6,-1.017976655,3.439
3176,Tl,Mg,Sr,Br,1.70,0.720,1.18,1.96,1.62,1.31,0.95,2.96,Tl2MgSrBr6,-1.332722275,3.242
3188,Tl,Mg,Sn,F,1.70,0.720,1.0,1.33,1.62,1.31,1.96,3.98,Tl2MgSnF6,-2.502580613,3.17
3189,Tl,Mg,Pb,Br,1.70,0.720,1.19,1.96,1.62,1.31,2.33,2.96,Tl2MgPbBr6,-0.961324695,3.165
3223,Tl,Mg,Sn,Cl,1.70,0.720,1.0,1.81,1.62,1.31,1.96,3.16,Tl2MgSnCl6,-1.179815337,2.967
3227,Tl,Mg,Mn,Cl,1.70,0.720,0.67,1.81,1.62,1.31,1.55,3.16,Tl2MgMnCl6,-1.223284188,2.937
3260,Tl,Mg,Zn,Cl,1.70,0.720,0.740,1.81,1.62,1.31,1.65,3.16,Tl2MgZnCl6,-1.203464024,2.71
3297,Tl,Mg,Sn,Br,1.70,0.720,1.0,1.96,1.62,1.31,1.96,2.96,Tl2MgSnBr6,-0.924568152,2.511
3305,Tl,Mg,Sr,I,1.70,0.720,1.18,2.20,1.62,1.31,0.95,2.66,Tl2MgSrI6,-0.93607601,2.496
3339,Tl,Mg,Ni,Br,1.70,0.720,0.690,1.96,1.62,1.31,1.91,2.96,Tl2MgNiBr6,-0.75168272,2.318
3357,Tl,Mg,Pb,I,1.70,0.720,1.19,2.20,1.62,1.31,2.33,2.66,Tl2MgPbI6,-0.60894793,2.207
3374,Tl,Mg,V,F,1.70,0.720,0.79,1.33,1.62,1.31,1.63,3.98,Tl2MgVF6,-2.664703744,2.102
3391,Tl,Mg,Mn,Br,1.70,0.720,0.67,1.96,1.62,1.31,1.55,2.96,Tl2MgMnBr6,-0.939522503,1.975
3407,Tl,Mg,Sn,I,1.70,0.720,1.0,2.20,1.62,1.31,1.96,2.66,Tl2MgSnI6,-0.576425387,1.873
3484,Tl,Mg,Zn,Br,1.70,0.720,0.740,1.96,1.62,1.31,1.65,2.96,Tl2MgZnBr6,-0.92756584,1.353
3516,Tl,Mg,Ni,I,1.70,0.720,0.690,2.20,1.62,1.31,1.91,2.66,Tl2MgNiI6,-0.405700455,1.08
3525,Tl,Mg,Mn,I,1.70,0.720,0.67,2.20,1.62,1.31,1.55,2.66,Tl2MgMnI6,-0.558790238,1.019
3574,Tl,Mg,V,Cl,1.70,0.720,0.79,1.81,1.62,1.31,1.63,3.16,Tl2MgVCl6,-1.226813468,0.735
3628,Tl,Mg,V,Br,1.70,0.720,0.79,1.96,1.62,1.31,1.63,2.96,Tl2MgVBr6,-0.930005033,0.465
3676,Tl,Mg,V,I,1.70,0.720,0.79,2.20,1.62,1.31,1.63,2.66,Tl2MgVI6,-0.542912268,0.22
3697,Tl,Mg,Zn,I,1.70,0.720,0.740,2.20,1.62,1.31,1.65,2.66,Tl2MgZnI6,-0.5574121,0.102
67,Cs,Ge,Sr,F,1.88,0.73,1.18,1.33,0.79,2.01,0.95,3.98,Cs2GeSrF6,-2.975458274,4.7
121,Cs,Ge,Sr,Cl,1.88,0.73,1.18,1.81,0.79,2.01,0.95,3.16,Cs2GeSrCl6,-1.772554748,3.946
160,Cs,Ge,Sr,Br,1.88,0.73,1.18,1.96,0.79,2.01,0.95,2.96,Cs2GeSrBr6,-1.533345063,3.438
178,Cs,Ge,Mg,Cl,1.88,0.73,0.720,1.81,0.79,2.01,1.31,3.16,Cs2GeMgCl6,-1.587020281,3.286
221,Cs,Ge,Sr,I,1.88,0.73,1.18,2.20,0.79,2.01,0.95,2.66,Cs2GeSrI6,-1.196577548,2.826
246,Cs,Ge,Mg,Br,1.88,0.73,0.720,1.96,0.79,2.01,1.31,2.96,Cs2GeMgBr6,-1.334621347,2.573
262,Cs,Ge,Pb,F,1.88,0.73,1.19,1.33,0.79,2.01,2.33,3.98,Cs2GePbF6,-2.526044445,2.418
287,Cs,Ge,Zn,Cl,1.88,0.73,0.740,1.81,0.79,2.01,1.65,3.16,Cs2GeZnCl6,-1.344048562,2.177
328,Cs,Ge,Mn,Cl,1.88,0.73,0.67,1.81,0.79,2.01,1.55,3.16,Cs2GeMnCl6,-1.364980726,1.825
342,Cs,Ge,Mg,I,1.88,0.73,0.720,2.20,0.79,2.01,1.31,2.66,Cs2GeMgI6,-0.989416582,1.725
360,Cs,Ge,Zn,Br,1.88,0.73,0.740,1.96,0.79,2.01,1.65,2.96,Cs2GeZnBr6,-1.121527628,1.561
386,Cs,Ge,Mn,Br,1.88,0.73,0.67,1.96,0.79,2.01,1.55,2.96,Cs2GeMnBr6,-1.132493792,1.397
406,Cs,Ge,Pb,Br,1.88,0.73,1.19,1.96,0.79,2.01,2.33,2.96,Cs2GePbBr6,-1.184915734,1.259
436,Cs,Ge,Sn,Cl,1.88,0.73,1.0,1.81,0.79,2.01,1.96,3.16,Cs2GeSnCl6,-1.355745875,1.046
437,Cs,Ge,Pb,I,1.88,0.73,1.19,2.20,0.79,2.01,2.33,2.66,Cs2GePbI6,-0.887838219,1.042
460,Cs,Ge,Hg,Cl,1.88,0.73,1.02,1.81,0.79,2.01,2,3.16,Cs2GeHgCl6,-1.215959971,0.955
465,Cs,Ge,Mn,I,1.88,0.73,0.67,2.20,0.79,2.01,1.55,2.66,Cs2GeMnI6,-0.809599777,0.921
472,Cs,Ge,Zn,I,1.88,0.73,0.740,2.20,0.79,2.01,1.65,2.66,Cs2GeZnI6,-0.810259413,0.905
482,Cs,Cr,Dy,Cl,1.88,0.73,1.07,1.81,0.79,1.66,1.22,3.16,Cs2CrDyCl6,-1.738362355,0.829
497,Cs,Cr,Tm,Cl,1.88,0.73,1.03,1.81,0.79,1.66,1.25,3.16,Cs2CrTmCl6,-1.744247449,0.754
512,Cs,Ge,V,Cl,1.88,0.73,0.79,1.81,0.79,2.01,1.63,3.16,Cs2GeVCl6,-1.360568256,0.674
